0.0	2	1
16.000000000000014	2	1
31.9996	2	1
43.9935	2	1
59.995700000000014	2	1
74.9969	2	1
89.99640000000001	2	1
105.9962	2	1
118.99560000000001	2	1
137.0009	2	1
149.00510000000003	2	1
168.00530000000003	2	1
179.9934	2	1
193.00820000000004	2	1
206.99600000000004	2	1
217.99440000000004	2	1
230.99830000000003	2	1
248.9989	2	1
263.00260000000003	2	1
276.0032	2	1
290.99690000000004	2	1
306.0017	2	1
325.0015	2	1
337.0066	2	1
349.9961	2	1
364.9975	2	1
376.99690000000004	2	1
394.0009	2	1
407.0019	2	1
418.99440000000004	2	1
437.0001	2	1
449.0049	2	1
