0.0	2	1
16.001199999999997	2	1
32.002399999999994	2	1
44.003600000000006	2	1
60.004099999999994	2	1
75.0052	2	1
89.9896	2	1
106.00739999999999	2	1
119.00829999999999	2	1
136.9929	2	1
148.9937	2	1
167.9951	2	1
180.01280000000003	2	1
192.9966	2	1
206.9977	2	1
217.99849999999998	2	1
230.9993	2	1
249.00060000000002	2	1
263.0015	2	1
276.0024	2	1
291.0035	2	1
306.0045	2	1
325.0058	2	1
336.9905	2	1
350.0076	2	1
364.9918	2	1
376.9927	2	1
394.0106	2	1
407.0115	2	1
418.9957	2	1
436.99690000000004	2	1
448.99820000000005	2	1
