0.0	2	1
16.001000000000005	2	1
32.0022	2	1
44.0029	2	1
60.00410000000001	2	1
75.00510000000001	2	1
90.00619999999999	2	1
106.0073	2	1
119.0082	2	1
136.9927	2	1
148.99349999999998	2	1
167.9948	2	1
179.99600000000004	2	1
192.99650000000003	2	1
207.0143	2	1
217.99830000000003	2	1
230.9993	2	1
249.0004	2	1
263.0013	2	1
276.0023	2	1
291.0033	2	1
306.0043	2	1
325.0056	2	1
337.0068	2	1
350.00730000000004	2	1
365.0084	2	1
376.99260000000004	2	1
394.0104	2	1
407.0113	2	1
419.0122	2	1
436.99670000000003	2	1
448.9979000000001	2	1
