0.0	2	1
19.0013	2	1
32.9855	2	1
47.00320000000001	2	1
61.00420000000001	2	1
75.0051	2	1
91.0062	2	1
104.00720000000001	2	1
117.00810000000001	2	1
131.00910000000002	2	1
145.9934	2	1
158.9943	2	1
176.9955	2	1
188.9968	2	1
201.01380000000003	2	1
213.9981	2	1
226.01559999999998	2	1
236.99980000000002	2	1
249.00050000000002	2	1
265.0017	2	1
278.00250000000005	2	1
296.00379999999996	2	1
310.98810000000003	2	1
325.0058	2	1
340.0068	2	1
359.0081	2	1
378.0094	2	1
391.99379999999996	2	1
404.9946	2	1
416.01200000000006	2	1
432.99649999999997	2	1
444.014	2	1
