0.0	2	1
19.001100000000008	2	1
32.99520000000001	2	1
46.98790000000001	2	1
60.9881	2	1
74.9883	2	1
90.98970000000001	2	1
103.98800000000001	2	1
116.99130000000001	2	1
130.99200000000002	2	1
145.99290000000002	2	1
158.9941	2	1
176.99509999999998	2	1
188.9894	2	1
200.99290000000002	2	1
213.99100000000004	2	1
225.99400000000003	2	1
237.00030000000004	2	1
248.98950000000002	2	1
264.98830000000004	2	1
277.9866	2	1
295.9866	2	1
310.9878	2	1
324.9896	2	1
339.99	2	1
358.9909	2	1
377.9922	2	1
391.98650000000004	2	1
404.995	2	1
415.99260000000004	2	1
432.9868	2	1
443.99510000000004	2	1
