0.0	2	1
16.00179999999999	2	1
32.003699999999995	2	1
44.0055	2	1
60.00689999999999	2	1
75.00869999999999	2	1
90.01039999999999	2	1
106.0123	2	1
119.01379999999999	2	1
136.9993	2	1
149.0007	2	1
168.003	2	1
180.0048	2	1
193.00579999999997	2	1
207.0075	2	1
218.0088	2	1
231.0102	2	1
248.9957	2	1
263.01399999999995	2	1
275.99879999999996	2	1
291.00059999999996	2	1
306.00239999999997	2	1
325.00469999999996	2	1
337.0064	2	1
350.0075	2	1
365.0093	2	1
376.9941	2	1
394.0127	2	1
406.9975	2	1
419.0156	2	1
437.00100000000003	2	1
449.003	2	1
