0.0	2	1
16.001800000000003	2	1
32.00369999999998	2	1
44.0052	2	1
60.007000000000005	2	1
74.99199999999999	2	1
89.9938	2	1
105.9956	2	1
118.99719999999999	2	1
136.99929999999998	2	1
149.00069999999997	2	1
168.00300000000001	2	1
180.00480000000002	2	1
192.9892	2	1
207.0074	2	1
217.99209999999997	2	1
230.9936	2	1
248.9956	2	1
262.9973	2	1
275.99890000000005	2	1
291.00059999999996	2	1
306.00239999999997	2	1
325.0046	2	1
336.98969999999997	2	1
350.00750000000005	2	1
364.99260000000004	2	1
376.994	2	1
393.9959	2	1
406.99750000000006	2	1
418.999	2	1
437.001	2	1
449.00290000000007	2	1
