0.0	2	1
19.001400000000004	2	1
33.002399999999994	2	1
47.003299999999996	2	1
61.0043	2	1
74.9886	2	1
91.0064	2	1
104.0072	2	1
117.0081	2	1
130.9925	2	1
146.01010000000002	2	1
158.99439999999998	2	1
177.01229999999998	2	1
189.01350000000002	2	1
200.9973	2	1
214.01480000000004	2	1
225.99900000000002	2	1
236.99970000000002	2	1
249.01730000000003	2	1
265.0017	2	1
278.00260000000003	2	1
295.9871	2	1
311.0048	2	1
325.0058	2	1
339.99010000000004	2	1
358.9916	2	1
377.9928	2	1
392.01050000000004	2	1
405.0113	2	1
415.9955	2	1
433.0133	2	1
443.9974	2	1
