0.0	2	1
19.002300000000005	2	1
33.0039	2	1
47.00550000000001	2	1
61.00720000000001	2	1
74.9922	2	1
90.994	2	1
103.9956	2	1
116.99720000000002	2	1
130.99880000000002	2	1
146.0171	2	1
159.0019	2	1
177.0041	2	1
189.00590000000003	2	1
201.0069	2	1
214.0083	2	1
226.0098	2	1
236.9944	2	1
249.0126	2	1
264.99760000000003	2	1
277.9992	2	1
296.0013	2	1
311.00300000000004	2	1
325.00469999999996	2	1
339.98980000000006	2	1
358.99199999999996	2	1
377.9942	2	1
392.01250000000005	2	1
405.014	2	1
415.9986	2	1
433.00059999999996	2	1
444.0019	2	1
