0.0	2	1
19.001400000000004	2	1
33.00240000000001	2	1
47.003299999999996	2	1
61.004300000000015	2	1
75.00529999999999	2	1
91.0064	2	1
104.0072	2	1
117.0081	2	1
130.9925	2	1
145.99360000000001	2	1
158.9943	2	1
176.9957	2	1
189.0136	2	1
201.01390000000004	2	1
214.01480000000004	2	1
226.01570000000004	2	1
236.9998	2	1
249.00060000000002	2	1
265.0016	2	1
278.00260000000003	2	1
296.0038	2	1
310.9882	2	1
325.0058	2	1
340.00690000000003	2	1
359.0081	2	1
378.00960000000003	2	1
391.9937	2	1
404.9946	2	1
416.01210000000003	2	1
432.99670000000003	2	1
444.01400000000007	2	1
